vector_name,vector_number1,season_week,value
u,0,0,-0.15817419928462967
u,0,1,-0.1588913732400293
u,0,2,-0.15831772938362532
u,0,3,-0.1554396363561708
u,0,4,-0.15859354255749253
u,0,5,-0.1503903835037925
u,0,6,-0.14767818711980696
u,0,7,-0.1471090644701765
u,0,8,-0.14398572717648653
u,0,9,-0.12245314014523352
u,0,10,-0.08498113215657041
u,0,11,-0.020159607408020655
u,0,12,0.10705251691211133
u,0,13,0.2172719062538484
u,0,14,0.13506010791397124
u,0,15,0.13897609914051096
u,0,16,0.2257550723876029
u,0,17,0.33347600695444796
u,0,18,0.4062336159059218
u,0,19,0.33316752003832173
u,0,20,0.2631436367865332
u,0,21,0.18940378651248002
u,0,22,0.11870694249208957
u,0,23,0.04763820106122341
u,0,24,-0.006705883919296019
u,0,25,-0.046182567968833986
u,0,26,-0.08196985752940786
u,0,27,-0.10687850758666301
u,0,28,-0.11906035522446837
u,0,29,-0.12546616899727395
u,0,30,-0.13730082672390875
u,0,31,-0.14136753933359425
u,0,32,-0.14477998227358224
u,1,0,-0.1277952332141871
u,1,1,-0.1249641206734718
u,1,2,-0.11803761879471208
u,1,3,-0.09269025752403216
u,1,4,-0.06652925466519322
u,1,5,-0.023803669249254273
u,1,6,0.02674156051836515
u,1,7,0.13130917471482964
u,1,8,0.304681751983601
u,1,9,0.3185570836629135
u,1,10,0.32666582576355885
u,1,11,0.346374226037948
u,1,12,0.4168282782851928
u,1,13,0.3222671989618285
u,1,14,0.1406041656150921
u,1,15,0.03265763022101135
u,1,16,-0.023724492633977093
u,1,17,-0.073172342214216
u,1,18,-0.12135842199383244
u,1,19,-0.12009227610063526
u,1,20,-0.12545753440430932
u,1,21,-0.1132426150000821
u,1,22,-0.10866093002248987
u,1,23,-0.09772075426682153
u,1,24,-0.10447407172925922
u,1,25,-0.10575843157729901
u,1,26,-0.1095332901782462
u,1,27,-0.10879364515542722
u,1,28,-0.118513063781894
u,1,29,-0.11910986879884922
u,1,30,-0.12290923487672148
u,1,31,-0.12121043027636948
u,1,32,-0.11913533863306122
u,2,0,0.03435256021387978
u,2,1,0.02237803631326274
u,2,2,0.01350761016980525
u,2,3,-0.02637073736273635
u,2,4,-0.08158044881581908
u,2,5,-0.09468459463935595
u,2,6,-0.116963654278232
u,2,7,-0.2725995352722349
u,2,8,-0.42163631103529714
u,2,9,-0.2814810346454742
u,2,10,-0.12405466289824446
u,2,11,0.09128913379087573
u,2,12,0.2465066986468709
u,2,13,0.3434812524841025
u,2,14,0.358497094682147
u,2,15,0.19702827162018516
u,2,16,0.06751510873006752
u,2,17,-0.11386989516649494
u,2,18,-0.27336483240015047
u,2,19,-0.22627806325624442
u,2,20,-0.17123994393689113
u,2,21,-0.08065793972573435
u,2,22,-0.012023685340579536
u,2,23,0.05956604712556391
u,2,24,0.07063472952714783
u,2,25,0.0864994352985778
u,2,26,0.10282948934676796
u,2,27,0.11769157344042412
u,2,28,0.10189568864264609
u,2,29,0.10098561120383506
u,2,30,0.09012268037980259
u,2,31,0.0959877635524422
u,2,32,0.09603655360508438
u,3,0,0.053034871856936616
u,3,1,0.05981054470637637
u,3,2,0.06484800444860611
u,3,3,0.07327437983509776
u,3,4,0.09539601110481252
u,3,5,0.10389111728851354
u,3,6,0.0808898275960048
u,3,7,0.07018421841394826
u,3,8,0.033378496289595494
u,3,9,-0.0334015749009558
u,3,10,-0.07385241481567732
u,3,11,-0.09595056118696321
u,3,12,-0.10780163607427798
u,3,13,0.025851872443158074
u,3,14,0.014340485933577049
u,3,15,0.16558564818126725
u,3,16,0.41873189101081365
u,3,17,0.4333577410943339
u,3,18,0.27594989586738317
u,3,19,-0.2617756954402117
u,3,20,-0.39675427828980114
u,3,21,-0.3231734491765553
u,3,22,-0.2699552695559866
u,3,23,-0.14513113833724686
u,3,24,-0.13380212049400148
u,3,25,-0.057145234070385374
u,3,26,-0.06935458086664656
u,3,27,-0.05605830613604213
u,3,28,-0.02385062574984901
u,3,29,-0.003399357176332764
u,3,30,0.014577807327016535
u,3,31,0.031176084893132422
u,3,32,0.037127343980359204
u,4,0,-0.06896103431421025
u,4,1,-0.04982035007790078
u,4,2,-0.025574315555296035
u,4,3,0.0762125431846848
u,4,4,0.15959062390249495
u,4,5,0.24561141055737032
u,4,6,0.23711675316452274
u,4,7,0.18841692070723345
u,4,8,0.18227960655963008
u,4,9,-0.0333808387929219
u,4,10,-0.29490072585346333
u,4,11,-0.35013264189011295
u,4,12,-0.22027427354708123
u,4,13,0.2130465840721788
u,4,14,0.49278661133608703
u,4,15,0.19801279765944213
u,4,16,-0.07092785997421656
u,4,17,-0.13920464198023597
u,4,18,-0.23777325366221294
u,4,19,0.18382202401766998
u,4,20,0.09077720640232131
u,4,21,0.016875230625700535
u,4,22,-0.039548077635882896
u,4,23,-0.04586836969070622
u,4,24,-0.1017149154318661
u,4,25,-0.12518372512702858
u,4,26,-0.09586452632570235
u,4,27,-0.030789175898590152
u,4,28,-0.07359892327816346
u,4,29,-0.07305046309519933
u,4,30,-0.09001579665488173
u,4,31,-0.055344563556299055
u,4,32,-0.06261983984736512
u,5,0,-0.17227160419320492
u,5,1,-0.1757890608994816
u,5,2,-0.18326622302736453
u,5,3,-0.22141738187105253
u,5,4,-0.2088027903743508
u,5,5,-0.134294299492871
u,5,6,-0.036967052023130685
u,5,7,0.0520867078407713
u,5,8,0.25082956552590113
u,5,9,0.1844242400130762
u,5,10,0.03194456216200322
u,5,11,-0.14818725264615987
u,5,12,-0.2887268475613491
u,5,13,-0.13375509700647317
u,5,14,0.18654340648190965
u,5,15,0.04743322885704154
u,5,16,0.29515278083359786
u,5,17,-0.031751730660929955
u,5,18,-0.06551850432696837
u,5,19,-0.3771668962310104
u,5,20,-0.1410507408400227
u,5,21,0.17336595542060892
u,5,22,0.24969610908646542
u,5,23,0.24611896999434227
u,5,24,0.20263214319232423
u,5,25,0.2279861456520441
u,5,26,0.12558153798488086
u,5,27,0.1039772979631531
u,5,28,0.03679533441477524
u,5,29,0.012195897915443883
u,5,30,-0.03885690963574614
u,5,31,-0.02157396821132214
u,5,32,-0.04736752433690009
u,6,0,0.0005037756608659098
u,6,1,0.013866074883102193
u,6,2,0.050712947053864525
u,6,3,0.1584322136535455
u,6,4,0.24158412833919343
u,6,5,0.23055471726314777
u,6,6,0.12940638584573383
u,6,7,0.14450889339859135
u,6,8,-0.0393215807452168
u,6,9,-0.20512578458871847
u,6,10,-0.2582564576896954
u,6,11,-0.04108597525485033
u,6,12,0.25623895978126304
u,6,13,0.22975119113258496
u,6,14,-0.3267319293117063
u,6,15,-0.1546201076586274
u,6,16,0.09190860231352108
u,6,17,-0.054625800716830396
u,6,18,0.02798619057407228
u,6,19,-0.3772221873005371
u,6,20,0.02683035487714373
u,6,21,0.17638962020010054
u,6,22,0.22452144646476577
u,6,23,0.14495674544964396
u,6,24,0.15037379329378955
u,6,25,0.14270651623503783
u,6,26,-0.015870677382316203
u,6,27,-0.13369607090218502
u,6,28,-0.12984319309093525
u,6,29,-0.14979495895698214
u,6,30,-0.16105423396062205
u,6,31,-0.18812841749992934
u,6,32,-0.20585518136081435
u,7,0,-0.08300848664845803
u,7,1,-0.1046644952262249
u,7,2,-0.1295047600781191
u,7,3,-0.13416467918393768
u,7,4,-0.1368751317993133
u,7,5,-0.0908505568026494
u,7,6,0.009291154232732331
u,7,7,0.1022247016613911
u,7,8,0.1651913673493498
u,7,9,0.03933410411450864
u,7,10,-0.1788251500540484
u,7,11,-0.32755004890285294
u,7,12,0.06891072706028686
u,7,13,0.47354125371599465
u,7,14,-0.10848435934604685
u,7,15,-0.38262011049844036
u,7,16,-0.251139663707663
u,7,17,-0.022838626890537415
u,7,18,0.28823418263431677
u,7,19,0.0409587493498566
u,7,20,-0.0835552369073952
u,7,21,-0.15552383937320033
u,7,22,-0.147260256273596
u,7,23,0.006730952267454767
u,7,24,0.09553179025941802
u,7,25,0.11765059619971424
u,7,26,0.10525058519474649
u,7,27,0.08835426667938218
u,7,28,0.12384525706952348
u,7,29,0.11052729284183753
u,7,30,0.16913094378084437
u,7,31,0.15676121939219714
u,7,32,0.17539625788892654
u,8,0,0.16671057042049292
u,8,1,0.15368688276175768
u,8,2,0.1373024159372746
u,8,3,0.16551907409264605
u,8,4,0.03384262440800699
u,8,5,-0.010282543915579315
u,8,6,-0.08216907622093562
u,8,7,-0.14602687566441605
u,8,8,-0.24544321912555667
u,8,9,0.21882093554762164
u,8,10,0.32497445127571106
u,8,11,-0.01951317104586295
u,8,12,-0.42762839301943867
u,8,13,0.3490145791947021
u,8,14,0.16311194025281958
u,8,15,-0.29940571156855067
u,8,16,0.10211698036410981
u,8,17,-0.2302353212921402
u,8,18,0.19129786356103834
u,8,19,-0.10450976367204419
u,8,20,-0.00543639941736711
u,8,21,0.10246366315453834
u,8,22,0.06224176579509921
u,8,23,0.03898876670018409
u,8,24,-0.02414726997741985
u,8,25,-0.03638276141836082
u,8,26,-0.20786541210026951
u,8,27,-0.18084334822042367
u,8,28,-0.147432455259169
u,8,29,-0.07663561177052187
u,8,30,-0.04775537253829359
u,8,31,0.04611385259237292
u,8,32,0.035506340167974375
u,9,0,0.09809546971339625
u,9,1,0.053238543720076546
u,9,2,0.023983904275572936
u,9,3,0.015269755731107384
u,9,4,-0.12670994524358406
u,9,5,-0.19515386878706573
u,9,6,-0.13169580893202185
u,9,7,0.1638725144630015
u,9,8,-0.02365905283245468
u,9,9,0.08428029131427735
u,9,10,0.19232862149153368
u,9,11,-0.40153074796683197
u,9,12,0.01789578553864052
u,9,13,0.2421630572589079
u,9,14,-0.37829152765125645
u,9,15,0.2964577372589257
u,9,16,0.22027988853225286
u,9,17,0.05472658365335575
u,9,18,-0.34237175194313174
u,9,19,-0.12265188824536329
u,9,20,0.3941058166346205
u,9,21,-0.010243803661001015
u,9,22,-0.02475971409756911
u,9,23,-0.12536334531644286
u,9,24,-0.0887241986005241
u,9,25,-0.06737229139500464
u,9,26,-0.04477932712858985
u,9,27,-0.05109487422635898
u,9,28,0.008962034743743746
u,9,29,0.0607781103436942
u,9,30,0.10402746070121036
u,9,31,0.05325455953432297
u,9,32,0.0506820111185603
u,10,0,-0.08673467447254479
u,10,1,-0.09426718490664435
u,10,2,-0.1034016305807662
u,10,3,-0.10181566410307634
u,10,4,-0.018228462993951526
u,10,5,0.03464061515715068
u,10,6,0.13448715882921253
u,10,7,0.09423914012231754
u,10,8,0.05682065473298458
u,10,9,-0.21772509737539858
u,10,10,-0.09719612760711989
u,10,11,0.17913104071804614
u,10,12,0.07844890698199544
u,10,13,-0.11985592649348314
u,10,14,0.06802495081231597
u,10,15,-0.2055495085004192
u,10,16,0.463074935367182
u,10,17,-0.4074431246327273
u,10,18,0.14235074814253018
u,10,19,-0.09712601630172521
u,10,20,0.2621464597010429
u,10,21,0.19251899544382897
u,10,22,-0.16422376286504614
u,10,23,-0.32045612567816206
u,10,24,-0.1986916195118175
u,10,25,-0.01884804205140868
u,10,26,-0.049248116834086586
u,10,27,-0.02058610926441951
u,10,28,0.03707953449007255
u,10,29,0.1264258142185359
u,10,30,0.13017723178783389
u,10,31,0.15382121975342522
u,10,32,0.16800978791432303
u,11,0,-0.027922380740361078
u,11,1,-0.008081757860487811
u,11,2,0.0023796666011336254
u,11,3,0.022330056011233737
u,11,4,0.08285776747792349
u,11,5,0.0222597202800952
u,11,6,-0.08419211481292074
u,11,7,0.041208425400397104
u,11,8,-0.05797823385003195
u,11,9,0.013478023956781273
u,11,10,0.07290963041923428
u,11,11,0.05503614149931985
u,11,12,-0.17023148226825927
u,11,13,0.12354389196563842
u,11,14,-0.17148696606400793
u,11,15,0.16285667099247286
u,11,16,0.24511740582093444
u,11,17,-0.3746967732173069
u,11,18,0.051501438361532564
u,11,19,0.34440169694505707
u,11,20,-0.09898781249820894
u,11,21,-0.22142868683373454
u,11,22,-0.22480072294614514
u,11,23,-0.1109747102563067
u,11,24,0.1874324189043828
u,11,25,0.30301129507350893
u,11,26,0.3555344532466229
u,11,27,0.028210474084010805
u,11,28,0.08168933985757497
u,11,29,-0.006865480847921936
u,11,30,-0.07393278755104582
u,11,31,-0.2543768312436309
u,11,32,-0.3098017759074852
u,12,0,0.19977610580613162
u,12,1,0.18060380573988855
u,12,2,0.1263746318924052
u,12,3,-0.04835284958069185
u,12,4,-0.12121924065989836
u,12,5,-0.1927262630321524
u,12,6,-0.0518385494689452
u,12,7,0.4001642462917737
u,12,8,-0.20428626506366349
u,12,9,0.06338348788756709
u,12,10,0.04752691211189789
u,12,11,-0.347010303414632
u,12,12,0.3583281986274611
u,12,13,-0.19229438636190552
u,12,14,0.16472362822780942
u,12,15,-0.1469071359660787
u,12,16,0.11214655865077916
u,12,17,-0.11451912474293292
u,12,18,0.037963229359023416
u,12,19,0.20122178208386932
u,12,20,-0.37493713204978835
u,12,21,0.1972191897234845
u,12,22,0.1273878210013501
u,12,23,-0.06627216590998275
